retain,move,depth,query
12172,22111,2,UPDATE ovc_care_health SET facility_id=12172 WHERE facility_id=22111;
1181,11326,3,UPDATE ovc_care_health SET facility_id=1181 WHERE facility_id=11326;
1181,20826,3,UPDATE ovc_care_health SET facility_id=1181 WHERE facility_id=20826;
8850,11264,3,UPDATE ovc_care_health SET facility_id=8850 WHERE facility_id=11264;
8850,20754,3,UPDATE ovc_care_health SET facility_id=8850 WHERE facility_id=20754;
6364,20612,2,UPDATE ovc_care_health SET facility_id=6364 WHERE facility_id=20612;
8334,11532,3,UPDATE ovc_care_health SET facility_id=8334 WHERE facility_id=11532;
8334,21048,3,UPDATE ovc_care_health SET facility_id=8334 WHERE facility_id=21048;
7473,16751,2,UPDATE ovc_care_health SET facility_id=7473 WHERE facility_id=16751;
532,15762,2,UPDATE ovc_care_health SET facility_id=532 WHERE facility_id=15762;
2103,9102,3,UPDATE ovc_care_health SET facility_id=2103 WHERE facility_id=9102;
2103,16306,3,UPDATE ovc_care_health SET facility_id=2103 WHERE facility_id=16306;
5372,13848,3,UPDATE ovc_care_health SET facility_id=5372 WHERE facility_id=13848;
5372,18851,3,UPDATE ovc_care_health SET facility_id=5372 WHERE facility_id=18851;
2833,10344,3,UPDATE ovc_care_health SET facility_id=2833 WHERE facility_id=10344;
2833,23494,3,UPDATE ovc_care_health SET facility_id=2833 WHERE facility_id=23494;
3041,16127,2,UPDATE ovc_care_health SET facility_id=3041 WHERE facility_id=16127;
7386,12656,3,UPDATE ovc_care_health SET facility_id=7386 WHERE facility_id=12656;
7386,22446,3,UPDATE ovc_care_health SET facility_id=7386 WHERE facility_id=22446;
3927,15848,2,UPDATE ovc_care_health SET facility_id=3927 WHERE facility_id=15848;
8617,11501,3,UPDATE ovc_care_health SET facility_id=8617 WHERE facility_id=11501;
8617,21017,3,UPDATE ovc_care_health SET facility_id=8617 WHERE facility_id=21017;
5177,10685,3,UPDATE ovc_care_health SET facility_id=5177 WHERE facility_id=10685;
5177,19815,3,UPDATE ovc_care_health SET facility_id=5177 WHERE facility_id=19815;
6906,21957,2,UPDATE ovc_care_health SET facility_id=6906 WHERE facility_id=21957;
6462,24172,2,UPDATE ovc_care_health SET facility_id=6462 WHERE facility_id=24172;
7457,16670,2,UPDATE ovc_care_health SET facility_id=7457 WHERE facility_id=16670;
7977,11411,3,UPDATE ovc_care_health SET facility_id=7977 WHERE facility_id=11411;
7977,20936,3,UPDATE ovc_care_health SET facility_id=7977 WHERE facility_id=20936;
4372,20186,2,UPDATE ovc_care_health SET facility_id=4372 WHERE facility_id=20186;
8763,13399,3,UPDATE ovc_care_health SET facility_id=8763 WHERE facility_id=13399;
8763,22874,3,UPDATE ovc_care_health SET facility_id=8763 WHERE facility_id=22874;
7424,15135,2,UPDATE ovc_care_health SET facility_id=7424 WHERE facility_id=15135;
8459,11410,3,UPDATE ovc_care_health SET facility_id=8459 WHERE facility_id=11410;
8459,20935,3,UPDATE ovc_care_health SET facility_id=8459 WHERE facility_id=20935;
5504,15508,2,UPDATE ovc_care_health SET facility_id=5504 WHERE facility_id=15508;
3432,10787,3,UPDATE ovc_care_health SET facility_id=3432 WHERE facility_id=10787;
3432,20134,3,UPDATE ovc_care_health SET facility_id=3432 WHERE facility_id=20134;
5362,9915,3,UPDATE ovc_care_health SET facility_id=5362 WHERE facility_id=9915;
5362,18829,3,UPDATE ovc_care_health SET facility_id=5362 WHERE facility_id=18829;
7087,12093,3,UPDATE ovc_care_health SET facility_id=7087 WHERE facility_id=12093;
7087,21482,3,UPDATE ovc_care_health SET facility_id=7087 WHERE facility_id=21482;
8512,11884,3,UPDATE ovc_care_health SET facility_id=8512 WHERE facility_id=11884;
8512,21896,3,UPDATE ovc_care_health SET facility_id=8512 WHERE facility_id=21896;
5888,16787,2,UPDATE ovc_care_health SET facility_id=5888 WHERE facility_id=16787;
6639,22445,2,UPDATE ovc_care_health SET facility_id=6639 WHERE facility_id=22445;
3865,12278,3,UPDATE ovc_care_health SET facility_id=3865 WHERE facility_id=12278;
3865,22185,3,UPDATE ovc_care_health SET facility_id=3865 WHERE facility_id=22185;
8206,11777,3,UPDATE ovc_care_health SET facility_id=8206 WHERE facility_id=11777;
8206,21291,3,UPDATE ovc_care_health SET facility_id=8206 WHERE facility_id=21291;
661,13209,3,UPDATE ovc_care_health SET facility_id=661 WHERE facility_id=13209;
661,22629,3,UPDATE ovc_care_health SET facility_id=661 WHERE facility_id=22629;
2357,11609,3,UPDATE ovc_care_health SET facility_id=2357 WHERE facility_id=11609;
2357,21099,3,UPDATE ovc_care_health SET facility_id=2357 WHERE facility_id=21099;
2721,20129,2,UPDATE ovc_care_health SET facility_id=2721 WHERE facility_id=20129;
1338,15355,2,UPDATE ovc_care_health SET facility_id=1338 WHERE facility_id=15355;
6520,16303,2,UPDATE ovc_care_health SET facility_id=6520 WHERE facility_id=16303;
7550,23713,2,UPDATE ovc_care_health SET facility_id=7550 WHERE facility_id=23713;
2231,9639,3,UPDATE ovc_care_health SET facility_id=2231 WHERE facility_id=9639;
2231,18446,3,UPDATE ovc_care_health SET facility_id=2231 WHERE facility_id=18446;
2676,16637,2,UPDATE ovc_care_health SET facility_id=2676 WHERE facility_id=16637;
1648,9301,3,UPDATE ovc_care_health SET facility_id=1648 WHERE facility_id=9301;
1648,17248,3,UPDATE ovc_care_health SET facility_id=1648 WHERE facility_id=17248;
2203,18224,2,UPDATE ovc_care_health SET facility_id=2203 WHERE facility_id=18224;
6966,21950,2,UPDATE ovc_care_health SET facility_id=6966 WHERE facility_id=21950;
444,20429,2,UPDATE ovc_care_health SET facility_id=444 WHERE facility_id=20429;
11796,21840,2,UPDATE ovc_care_health SET facility_id=11796 WHERE facility_id=21840;
4613,14969,2,UPDATE ovc_care_health SET facility_id=4613 WHERE facility_id=14969;
1392,9249,2,UPDATE ovc_care_health SET facility_id=1392 WHERE facility_id=9249;
2122,16518,2,UPDATE ovc_care_health SET facility_id=2122 WHERE facility_id=16518;
8927,20736,2,UPDATE ovc_care_health SET facility_id=8927 WHERE facility_id=20736;
2557,13620,3,UPDATE ovc_care_health SET facility_id=2557 WHERE facility_id=13620;
2557,19078,3,UPDATE ovc_care_health SET facility_id=2557 WHERE facility_id=19078;
7026,17977,2,UPDATE ovc_care_health SET facility_id=7026 WHERE facility_id=17977;
2257,10130,3,UPDATE ovc_care_health SET facility_id=2257 WHERE facility_id=10130;
2257,23505,3,UPDATE ovc_care_health SET facility_id=2257 WHERE facility_id=23505;
8413,20860,2,UPDATE ovc_care_health SET facility_id=8413 WHERE facility_id=20860;
651,10035,3,UPDATE ovc_care_health SET facility_id=651 WHERE facility_id=10035;
651,19338,3,UPDATE ovc_care_health SET facility_id=651 WHERE facility_id=19338;
6666,10504,3,UPDATE ovc_care_health SET facility_id=6666 WHERE facility_id=10504;
6666,19401,3,UPDATE ovc_care_health SET facility_id=6666 WHERE facility_id=19401;
8835,10199,3,UPDATE ovc_care_health SET facility_id=8835 WHERE facility_id=10199;
8835,23248,3,UPDATE ovc_care_health SET facility_id=8835 WHERE facility_id=23248;
8629,12083,3,UPDATE ovc_care_health SET facility_id=8629 WHERE facility_id=12083;
8629,21471,3,UPDATE ovc_care_health SET facility_id=8629 WHERE facility_id=21471;
3116,13589,3,UPDATE ovc_care_health SET facility_id=3116 WHERE facility_id=13589;
3116,19048,3,UPDATE ovc_care_health SET facility_id=3116 WHERE facility_id=19048;
5126,19374,2,UPDATE ovc_care_health SET facility_id=5126 WHERE facility_id=19374;
249,13150,3,UPDATE ovc_care_health SET facility_id=249 WHERE facility_id=13150;
249,22553,3,UPDATE ovc_care_health SET facility_id=249 WHERE facility_id=22553;
420,20025,2,UPDATE ovc_care_health SET facility_id=420 WHERE facility_id=20025;
8124,23583,2,UPDATE ovc_care_health SET facility_id=8124 WHERE facility_id=23583;
7826,18197,2,UPDATE ovc_care_health SET facility_id=7826 WHERE facility_id=18197;
7445,16658,2,UPDATE ovc_care_health SET facility_id=7445 WHERE facility_id=16658;
8725,18898,2,UPDATE ovc_care_health SET facility_id=8725 WHERE facility_id=18898;
4569,10423,3,UPDATE ovc_care_health SET facility_id=4569 WHERE facility_id=10423;
4569,19028,3,UPDATE ovc_care_health SET facility_id=4569 WHERE facility_id=19028;
2400,24246,2,UPDATE ovc_care_health SET facility_id=2400 WHERE facility_id=24246;
3621,3729,3,UPDATE ovc_care_health SET facility_id=3621 WHERE facility_id=3729;
3621,15153,3,UPDATE ovc_care_health SET facility_id=3621 WHERE facility_id=15153;
7447,16660,2,UPDATE ovc_care_health SET facility_id=7447 WHERE facility_id=16660;
2548,9913,3,UPDATE ovc_care_health SET facility_id=2548 WHERE facility_id=9913;
2548,18832,3,UPDATE ovc_care_health SET facility_id=2548 WHERE facility_id=18832;
5746,15480,2,UPDATE ovc_care_health SET facility_id=5746 WHERE facility_id=15480;
6220,19200,2,UPDATE ovc_care_health SET facility_id=6220 WHERE facility_id=19200;
1020,14840,2,UPDATE ovc_care_health SET facility_id=1020 WHERE facility_id=14840;
7956,15779,2,UPDATE ovc_care_health SET facility_id=7956 WHERE facility_id=15779;
5266,15958,2,UPDATE ovc_care_health SET facility_id=5266 WHERE facility_id=15958;
9658,18464,2,UPDATE ovc_care_health SET facility_id=9658 WHERE facility_id=18464;
3343,11782,3,UPDATE ovc_care_health SET facility_id=3343 WHERE facility_id=11782;
3343,21803,3,UPDATE ovc_care_health SET facility_id=3343 WHERE facility_id=21803;
1215,10974,3,UPDATE ovc_care_health SET facility_id=1215 WHERE facility_id=10974;
1215,20434,3,UPDATE ovc_care_health SET facility_id=1215 WHERE facility_id=20434;
6676,21524,2,UPDATE ovc_care_health SET facility_id=6676 WHERE facility_id=21524;
983,23729,2,UPDATE ovc_care_health SET facility_id=983 WHERE facility_id=23729;
1271,15903,2,UPDATE ovc_care_health SET facility_id=1271 WHERE facility_id=15903;
3507,14863,2,UPDATE ovc_care_health SET facility_id=3507 WHERE facility_id=14863;
2667,16624,2,UPDATE ovc_care_health SET facility_id=2667 WHERE facility_id=16624;
1939,12646,3,UPDATE ovc_care_health SET facility_id=1939 WHERE facility_id=12646;
1939,21890,3,UPDATE ovc_care_health SET facility_id=1939 WHERE facility_id=21890;
213,17349,2,UPDATE ovc_care_health SET facility_id=213 WHERE facility_id=17349;
752,15721,2,UPDATE ovc_care_health SET facility_id=752 WHERE facility_id=15721;
3020,15467,2,UPDATE ovc_care_health SET facility_id=3020 WHERE facility_id=15467;
5912,16808,2,UPDATE ovc_care_health SET facility_id=5912 WHERE facility_id=16808;
190,15242,2,UPDATE ovc_care_health SET facility_id=190 WHERE facility_id=15242;
3842,9545,3,UPDATE ovc_care_health SET facility_id=3842 WHERE facility_id=9545;
3842,18056,3,UPDATE ovc_care_health SET facility_id=3842 WHERE facility_id=18056;
8215,12858,3,UPDATE ovc_care_health SET facility_id=8215 WHERE facility_id=12858;
8215,22171,3,UPDATE ovc_care_health SET facility_id=8215 WHERE facility_id=22171;
1880,18359,2,UPDATE ovc_care_health SET facility_id=1880 WHERE facility_id=18359;
2226,18398,2,UPDATE ovc_care_health SET facility_id=2226 WHERE facility_id=18398;
2174,9447,3,UPDATE ovc_care_health SET facility_id=2174 WHERE facility_id=9447;
2174,17630,3,UPDATE ovc_care_health SET facility_id=2174 WHERE facility_id=17630;
2690,18374,2,UPDATE ovc_care_health SET facility_id=2690 WHERE facility_id=18374;
9508,17895,2,UPDATE ovc_care_health SET facility_id=9508 WHERE facility_id=17895;
8543,15284,2,UPDATE ovc_care_health SET facility_id=8543 WHERE facility_id=15284;
2731,23849,2,UPDATE ovc_care_health SET facility_id=2731 WHERE facility_id=23849;
1719,13617,3,UPDATE ovc_care_health SET facility_id=1719 WHERE facility_id=13617;
1719,19076,3,UPDATE ovc_care_health SET facility_id=1719 WHERE facility_id=19076;
8426,18229,2,UPDATE ovc_care_health SET facility_id=8426 WHERE facility_id=18229;
4448,15406,2,UPDATE ovc_care_health SET facility_id=4448 WHERE facility_id=15406;
5153,10382,3,UPDATE ovc_care_health SET facility_id=5153 WHERE facility_id=10382;
5153,23771,3,UPDATE ovc_care_health SET facility_id=5153 WHERE facility_id=23771;
13048,22727,2,UPDATE ovc_care_health SET facility_id=13048 WHERE facility_id=22727;
3634,3742,3,UPDATE ovc_care_health SET facility_id=3634 WHERE facility_id=3742;
3634,16355,3,UPDATE ovc_care_health SET facility_id=3634 WHERE facility_id=16355;
714,11983,3,UPDATE ovc_care_health SET facility_id=714 WHERE facility_id=11983;
714,21408,3,UPDATE ovc_care_health SET facility_id=714 WHERE facility_id=21408;
798,13807,2,UPDATE ovc_care_health SET facility_id=798 WHERE facility_id=13807;
6943,12467,3,UPDATE ovc_care_health SET facility_id=6943 WHERE facility_id=12467;
6943,21741,3,UPDATE ovc_care_health SET facility_id=6943 WHERE facility_id=21741;
2426,23858,2,UPDATE ovc_care_health SET facility_id=2426 WHERE facility_id=23858;
12162,22103,2,UPDATE ovc_care_health SET facility_id=12162 WHERE facility_id=22103;
5548,9794,3,UPDATE ovc_care_health SET facility_id=5548 WHERE facility_id=9794;
5548,18632,3,UPDATE ovc_care_health SET facility_id=5548 WHERE facility_id=18632;
2182,17804,2,UPDATE ovc_care_health SET facility_id=2182 WHERE facility_id=17804;
9251,17192,2,UPDATE ovc_care_health SET facility_id=9251 WHERE facility_id=17192;
6761,11569,3,UPDATE ovc_care_health SET facility_id=6761 WHERE facility_id=11569;
6761,21069,3,UPDATE ovc_care_health SET facility_id=6761 WHERE facility_id=21069;
2816,20367,2,UPDATE ovc_care_health SET facility_id=2816 WHERE facility_id=20367;
4737,17324,2,UPDATE ovc_care_health SET facility_id=4737 WHERE facility_id=17324;
7491,18159,2,UPDATE ovc_care_health SET facility_id=7491 WHERE facility_id=18159;
6997,20091,2,UPDATE ovc_care_health SET facility_id=6997 WHERE facility_id=20091;
2862,16387,2,UPDATE ovc_care_health SET facility_id=2862 WHERE facility_id=16387;
4981,11030,3,UPDATE ovc_care_health SET facility_id=4981 WHERE facility_id=11030;
4981,20495,3,UPDATE ovc_care_health SET facility_id=4981 WHERE facility_id=20495;
7269,15119,2,UPDATE ovc_care_health SET facility_id=7269 WHERE facility_id=15119;
868,10352,3,UPDATE ovc_care_health SET facility_id=868 WHERE facility_id=10352;
868,23581,3,UPDATE ovc_care_health SET facility_id=868 WHERE facility_id=23581;
8732,23813,2,UPDATE ovc_care_health SET facility_id=8732 WHERE facility_id=23813;
2574,10452,3,UPDATE ovc_care_health SET facility_id=2574 WHERE facility_id=10452;
2574,19223,3,UPDATE ovc_care_health SET facility_id=2574 WHERE facility_id=19223;
1285,20902,2,UPDATE ovc_care_health SET facility_id=1285 WHERE facility_id=20902;
5294,17497,2,UPDATE ovc_care_health SET facility_id=5294 WHERE facility_id=17497;
3211,15195,2,UPDATE ovc_care_health SET facility_id=3211 WHERE facility_id=15195;
7203,10494,3,UPDATE ovc_care_health SET facility_id=7203 WHERE facility_id=10494;
7203,19330,3,UPDATE ovc_care_health SET facility_id=7203 WHERE facility_id=19330;
5186,10743,3,UPDATE ovc_care_health SET facility_id=5186 WHERE facility_id=10743;
5186,19983,3,UPDATE ovc_care_health SET facility_id=5186 WHERE facility_id=19983;
13200,22842,2,UPDATE ovc_care_health SET facility_id=13200 WHERE facility_id=22842;
2299,19519,2,UPDATE ovc_care_health SET facility_id=2299 WHERE facility_id=19519;
3880,14835,2,UPDATE ovc_care_health SET facility_id=3880 WHERE facility_id=14835;
12436,22286,2,UPDATE ovc_care_health SET facility_id=12436 WHERE facility_id=22286;
7325,18171,2,UPDATE ovc_care_health SET facility_id=7325 WHERE facility_id=18171;
903,16959,2,UPDATE ovc_care_health SET facility_id=903 WHERE facility_id=16959;
2029,15123,2,UPDATE ovc_care_health SET facility_id=2029 WHERE facility_id=15123;
4590,20190,2,UPDATE ovc_care_health SET facility_id=4590 WHERE facility_id=20190;
4357,13672,3,UPDATE ovc_care_health SET facility_id=4357 WHERE facility_id=13672;
4357,19140,3,UPDATE ovc_care_health SET facility_id=4357 WHERE facility_id=19140;
197,15625,2,UPDATE ovc_care_health SET facility_id=197 WHERE facility_id=15625;
12117,22071,2,UPDATE ovc_care_health SET facility_id=12117 WHERE facility_id=22071;
2803,23268,2,UPDATE ovc_care_health SET facility_id=2803 WHERE facility_id=23268;
3068,9351,3,UPDATE ovc_care_health SET facility_id=3068 WHERE facility_id=9351;
3068,17532,3,UPDATE ovc_care_health SET facility_id=3068 WHERE facility_id=17532;
4171,13260,3,UPDATE ovc_care_health SET facility_id=4171 WHERE facility_id=13260;
4171,22878,3,UPDATE ovc_care_health SET facility_id=4171 WHERE facility_id=22878;
13284,22896,2,UPDATE ovc_care_health SET facility_id=13284 WHERE facility_id=22896;
8656,13024,3,UPDATE ovc_care_health SET facility_id=8656 WHERE facility_id=13024;
8656,22400,3,UPDATE ovc_care_health SET facility_id=8656 WHERE facility_id=22400;
13112,22779,2,UPDATE ovc_care_health SET facility_id=13112 WHERE facility_id=22779;
8517,10640,3,UPDATE ovc_care_health SET facility_id=8517 WHERE facility_id=10640;
8517,20450,3,UPDATE ovc_care_health SET facility_id=8517 WHERE facility_id=20450;
3416,10803,3,UPDATE ovc_care_health SET facility_id=3416 WHERE facility_id=10803;
3416,20156,3,UPDATE ovc_care_health SET facility_id=3416 WHERE facility_id=20156;
6305,10461,3,UPDATE ovc_care_health SET facility_id=6305 WHERE facility_id=10461;
6305,19238,3,UPDATE ovc_care_health SET facility_id=6305 WHERE facility_id=19238;
4115,10982,3,UPDATE ovc_care_health SET facility_id=4115 WHERE facility_id=10982;
4115,20442,3,UPDATE ovc_care_health SET facility_id=4115 WHERE facility_id=20442;
4237,15941,2,UPDATE ovc_care_health SET facility_id=4237 WHERE facility_id=15941;
1083,16466,2,UPDATE ovc_care_health SET facility_id=1083 WHERE facility_id=16466;
8813,19759,2,UPDATE ovc_care_health SET facility_id=8813 WHERE facility_id=19759;
4758,17370,2,UPDATE ovc_care_health SET facility_id=4758 WHERE facility_id=17370;
3060,9262,3,UPDATE ovc_care_health SET facility_id=3060 WHERE facility_id=9262;
3060,17204,3,UPDATE ovc_care_health SET facility_id=3060 WHERE facility_id=17204;
55,22618,2,UPDATE ovc_care_health SET facility_id=55 WHERE facility_id=22618;
6599,18181,2,UPDATE ovc_care_health SET facility_id=6599 WHERE facility_id=18181;
2211,18285,2,UPDATE ovc_care_health SET facility_id=2211 WHERE facility_id=18285;
5230,11261,3,UPDATE ovc_care_health SET facility_id=5230 WHERE facility_id=11261;
5230,20751,3,UPDATE ovc_care_health SET facility_id=5230 WHERE facility_id=20751;
1579,23537,2,UPDATE ovc_care_health SET facility_id=1579 WHERE facility_id=23537;
3057,16573,2,UPDATE ovc_care_health SET facility_id=3057 WHERE facility_id=16573;
11725,21204,2,UPDATE ovc_care_health SET facility_id=11725 WHERE facility_id=21204;
1596,15189,2,UPDATE ovc_care_health SET facility_id=1596 WHERE facility_id=15189;
3366,23763,2,UPDATE ovc_care_health SET facility_id=3366 WHERE facility_id=23763;
3629,3737,3,UPDATE ovc_care_health SET facility_id=3629 WHERE facility_id=3737;
